x,y
-1.613604,4.403188
-1.101209,3.915925
-2.650667,3.306731
-3.338777,3.375845
-0.516249,4.746064
-1.913315,3.075207
-2.196091,3.749248
-2.251603,2.856374
-3.3281,2.242416
-4.646328,2.914775
-0.302209,5.228482
-0.866286,4.950421
-0.93336,5.037205
0.138731,4.655914
-2.372235,3.954979
-0.663013,3.650913
-3.327624,4.414919
-3.288283,3.28133
-1.455911,6.170003
-2.586342,3.097786
-2.07543,3.965096
-1.921424,4.101542
-3.551231,0.781007
-3.094694,1.062927
-1.186348,3.681665
-1.369628,5.451489
-1.754242,3.687332
-0.655836,5.183962
0.035385,3.69359
-1.427305,-0.148134
-1.526086,2.250052
-2.75492,2.30989
-0.467079,2.171465
-2.492342,4.409138
-4.011515,3.034367
-2.088383,2.011763
-2.998716,4.613553
-2.35817,4.937098
-3.077539,3.295151
-3.320008,4.058948
-4.942701,3.923653
-1.885388,2.478793
-3.692054,3.6918
-0.996717,2.231841
-1.526196,3.59237
-4.727838,5.459833
-0.708526,4.561811
-2.901944,3.890638
-3.356844,3.943791
-0.618815,2.872167
-3.872966,2.156472
-0.768893,2.095533
-1.454532,5.124356
-1.372046,4.012399
-3.412789,3.540855
-0.870688,4.069438
-3.087224,4.210125
-2.390493,4.823043
-3.35734,5.034978
15.239261,-24.178285
11.353054,-24.830032
9.63007,-24.777028
13.065367,-24.720562
15.071846,-24.790561
12.612017,-26.406113
13.434489,-24.524504
12.05826,-24.101647
12.505969,-26.072063
11.784204,-25.410618
13.464201,-23.752683
14.009807,-23.535883
10.644592,-25.996688
11.424874,-25.782111
11.848391,-24.22702
13.408517,-24.157179
13.190631,-24.030894
13.040514,-24.649239
10.247962,-28.429238
14.216545,-25.541919
12.211602,-24.827812
12.105686,-24.909627
15.564774,-23.119798
11.184985,-26.51405
12.715253,-24.756513
12.002833,-25.953301
13.573119,-25.150881
11.166396,-27.412313
11.943687,-25.91179
13.889657,-23.216575
13.917698,-24.975442
13.562188,-24.396361
10.974467,-24.554815
14.524748,-24.855159
11.640936,-26.927036
10.587871,-27.706352
15.049337,-24.038763
14.108151,-23.777377
13.316021,-23.810538
13.42292,-23.537709
12.780134,-25.142931
11.658579,-25.431427
11.303829,-25.954541
12.547806,-25.072302
12.731918,-25.903834
12.50039,-25.450247
11.180538,-25.906044
12.978675,-24.131116
13.426448,-25.100715
12.416987,-21.810357
14.065301,-25.038855
12.97932,-24.703085
14.910926,-25.03463
8.899098,-26.775886
11.130206,-27.357891
11.478158,-23.370114
15.436734,-25.275823
14.182716,-24.237682
9.489308,-26.255775
15.753395,-24.973377
11.569126,-24.160008
13.124994,-25.391402
11.825064,-25.483423
15.472197,-22.946116
14.009718,-24.233862
12.153018,-25.454763
14.669751,-25.479268
11.737695,-24.022249
15.189955,-25.430254
13.20997,-27.031204
12.355609,-26.864311
10.987168,-26.577111
12.441134,-24.840126
14.418311,-24.934982
14.572052,-22.088945
13.224105,-24.548387
13.691576,-24.111494
11.225462,-25.912715
14.095189,-24.25129
12.46888,-27.024479
12.761678,-25.659673
15.19478,-23.496293
12.576403,-27.045348
14.100454,-25.199359
12.746459,-26.236622
14.409192,-22.641834
19.251021,-24.238067
14.990219,-25.635621
14.102634,-24.327781
13.487887,-22.291211
14.094617,-22.69984
13.611791,-25.109154
12.386189,-23.912297
12.463555,-24.212297
14.081322,-24.541922
11.072013,-26.078642
14.005302,-24.963674
15.192367,-23.239564
11.408973,-23.83472
13.133409,-25.283177
12.520429,-26.630584
12.219683,-24.45059
15.626869,-23.564034
13.218707,-25.942442
14.063779,-23.93775
13.063901,-23.078117
13.641686,-23.629445
13.990819,-21.492005
11.970495,-23.621316
14.09736,-23.141284
12.402019,-23.349291
14.132548,-23.417362
11.171157,-24.97387
13.661456,-25.521314
14.190609,-26.772422
12.306873,-26.091791
14.506336,-22.719774
11.695879,-24.556508
13.32681,-23.860746
16.488116,-24.838532
13.108904,-26.543621
12.293568,-25.271307
14.209402,-26.166631
14.336289,-24.050523
14.014329,-25.78599
11.88491,-25.925737
12.668088,-26.051304
11.96831,-23.905943
14.270068,-25.135908
11.490566,-26.156946
14.549981,-24.98294
14.580678,-25.175061
14.66211,-25.609153
13.31699,-26.050839
13.278931,-24.664618
14.959541,-22.995131
12.070915,-24.09584
13.050596,-24.217796
14.976668,-24.923846
13.655745,-23.468621
13.235442,-24.583773
10.786893,-26.159267
11.436783,-27.149043
14.854665,-23.585531
15.19262,-25.699607
14.02311,-24.055869
15.966308,-24.671675
14.957038,-25.489232
14.703617,-22.368669
12.697977,-23.119233
14.211557,-22.28762
10.967876,-25.69344
12.508023,-24.572559
13.73903,-25.01155
14.050976,-23.837405
11.620884,-24.373442
11.92576,-25.955496
12.803139,-26.340614
13.896346,-24.327576
12.786369,-27.011372
11.578123,-26.643955
10.616779,-28.260893
13.595444,-23.925426
14.30163,-25.314041
12.521313,-24.4689
14.020436,-25.434796
12.774325,-24.002829
15.434323,-24.887803
12.311026,-24.327331
13.457803,-25.429953
13.004516,-25.609512
10.733792,-27.071888
14.833356,-24.444263
14.926993,-24.62164
14.01513,-23.50789
11.767684,-24.829429
12.219772,-25.643045
14.39672,-27.32521
15.833527,-24.331163
13.609748,-25.396851
12.453098,-23.977923
10.499582,-25.849206
12.940846,-25.413959
11.138294,-26.884165
14.782896,-24.781094
10.786736,-27.377996
13.805251,-24.083842
12.161113,-24.140207
12.094768,-26.090786
12.444626,-25.069596
13.165175,-25.039252
14.933619,-23.870112
11.413223,-27.404755
14.232016,-25.032965
11.316293,-26.541358
15.125254,-23.823747
10.874017,-25.654396
11.379169,-25.542018
11.92279,-24.702978
12.984106,-26.969373
10.189289,18.758979
13.022415,19.922859
12.670563,20.36931
11.576912,18.163068
11.782192,20.413802
12.437234,23.173952
11.495807,18.98259
12.404758,21.626208
11.43842,17.480847
9.460539,19.349339
12.830412,21.653173
12.297003,22.788538
11.976928,19.307863
9.004793,18.964629
8.468466,20.254076
9.852932,19.800609
7.955055,17.697854
10.545037,19.834478
12.412638,18.35583
10.654314,17.918144
9.574251,18.97684
12.31869,20.766903
9.831235,21.296546
11.269803,19.670151
9.537482,18.946004
14.71782,22.488319
10.210755,21.162692
10.173741,20.207549
8.246409,19.207445
10.082026,20.036879
8.688841,20.932991
11.757415,18.719822
11.606134,19.102124
10.383668,21.046635
10.954419,20.786817
13.789199,22.297337
11.814168,19.687351
10.877373,19.652954
12.235698,19.780762
12.032088,20.03002
12.355887,21.777653
10.611597,18.560448
7.646693,19.777783
12.678861,21.763749
12.48111,19.308822
13.745184,18.767874
9.416465,19.419298
9.551305,20.877118
10.4514,18.24612
16.696867,24.98231
9.26188,19.724602
9.419911,20.950615
10.611979,18.496428
12.311705,20.702622
9.383995,20.554423
12.02608,21.33318
9.012041,20.897399
12.603574,22.973071
10.829132,20.944857
10.870508,19.482573
10.64258,19.418496
11.166617,19.525979
9.610779,20.222082
12.67007,20.550837
10.309663,19.432314
11.367367,20.085604
10.085082,17.032865
10.135725,19.966476
12.457512,19.815614
9.723587,20.452177
10.114245,19.378
10.199617,19.403702
12.294955,19.551282
11.603147,19.067538
12.964802,21.313515
11.144124,22.012505
10.280093,20.197578
9.880207,21.028625
11.695822,21.06558
12.632766,21.853366
9.47364,20.110568
8.860992,20.775517
13.289284,21.228127
9.464186,17.106371
11.139883,18.4214
10.171957,19.947658
12.474976,19.572807
11.993312,22.300886
8.047371,17.909489
10.680932,20.935311
10.809378,15.690699
10.458268,20.079461
11.563199,18.506809
9.676581,18.950036
10.559336,19.546092
12.859851,20.14302
11.533048,22.230836
10.016755,22.057317
10.674493,18.210027
7.753426,17.202659
11.896346,19.947292
6.49823,18.851794
12.331686,19.756482
11.175548,22.551888
10.489753,19.085638
11.860287,18.588229
13.053369,21.301172
12.285,23.473829
9.227889,18.727925
8.291334,21.282971
11.738649,19.417985
9.552735,18.644224
9.349923,18.515494
9.521709,18.057433
13.34714,20.312639
10.687721,19.256652
9.524685,21.849557
11.39992,19.638137
11.427495,21.619427
11.055085,21.103523
10.871878,17.84143
10.292747,20.054971
12.664948,20.181486
12.251241,17.853108
12.360325,19.984322
10.860798,21.364301
10.575642,19.11995
10.441212,19.291564
12.265181,21.129509
11.310141,21.491607
11.933372,22.213653
13.134515,21.597049
11.412312,20.293108
10.618524,21.079518
11.369543,19.415614
10.79578,21.672754
14.716361,23.222784
11.077748,22.028651
14.278567,22.510526
11.688935,20.60914
12.608547,22.472106
11.448263,21.618943
10.159334,19.645082
7.300878,18.260179
10.783506,19.046069
11.686006,22.170551
9.620926,21.987141
11.362423,19.888332
9.458508,20.671001
12.115803,19.626151
9.177559,17.007942
10.402473,20.785849
11.229782,20.595662
10.177104,19.375824
9.272456,19.823254
14.536841,22.098711
11.208488,19.615029
11.817029,20.55109
12.939078,21.678416
11.121621,21.345643
10.014465,18.666656
11.913605,17.583397
10.118519,17.699385
9.754986,19.780172
11.486158,16.826481
9.425022,19.568624
10.768179,19.978546
11.379108,19.934332
12.199772,19.396232
13.644512,19.297828
10.492906,19.016973
10.827786,20.773284
11.919794,19.248902
9.868297,17.812805
11.857335,21.401355
9.033096,18.454393
11.639865,18.418133
8.655201,20.342016
11.57504,19.865724
13.742167,22.543966
12.620579,19.609015
12.162081,18.265652
12.124571,18.909806
9.325872,22.679067
13.158487,22.870188
8.954789,21.650119
10.847026,20.256607
11.069408,23.072464
11.745327,18.887939
9.582007,21.508629
14.129622,21.24094
12.634696,22.079437
10.962898,18.529952
11.348852,19.655218
9.151624,18.188751
13.224257,22.286782
10.363995,17.159251
9.592482,19.410737
9.568682,20.077151
12.494058,19.456788
14.491242,-27.967967
14.458213,-30.24554
15.884879,-32.205937
16.574601,-30.811319
11.14229,-30.126367
14.828734,-29.923056
12.464236,-28.608351
16.443992,-31.469298
16.933863,-29.609664
14.502944,-32.53364
13.290779,-32.576099
12.943355,-33.040998
17.543104,-28.736229
14.828538,-30.865366
16.549151,-30.500349
13.604283,-27.843338
14.739115,-30.176376
15.214433,-29.125275
17.576885,-29.473982
14.210353,-30.883704
17.122818,-30.992156
14.611952,-28.767684
15.870372,-30.482294
15.223518,-32.836974
12.823583,-30.072005
16.731417,-30.335404
15.401061,-28.700726
14.011626,-30.206992
17.868873,-30.581983
16.032363,-28.715754
14.780619,-28.46084
14.799176,-30.133223
15.399321,-29.156495
14.288084,-31.325759
15.621582,-27.725343
14.280581,-29.172978
15.548643,-30.392774
16.024732,-30.491797
15.265703,-28.7561
14.889364,-27.988881
16.024335,-30.086316
12.838918,-29.454187
16.308611,-33.158564
14.912498,-29.669129
14.232642,-31.759538
13.193834,-29.432178
15.117018,-29.46672
15.188555,-31.110332
14.396109,-27.82086
17.474636,-26.161389
14.916226,-30.851533
14.569026,-29.593519
13.895917,-30.097522
15.127463,-30.706174
15.714705,-30.40573
14.013623,-28.456586
14.630022,-28.426273
15.276234,-33.138429
14.840535,-30.829635
17.152259,-28.713194
14.657059,-31.303945
15.622782,-30.36714
15.915904,-29.718604
14.175308,-30.478387
14.226681,-28.166057
16.034968,-27.953739
13.647607,-31.776438
14.880671,-28.467748
14.467923,-30.194372
13.886935,-30.243319
14.414918,-30.993214
13.173644,-29.06211
14.816592,-27.844602
17.018962,-29.396398
15.942176,-30.762986
12.392669,-29.734331
14.725828,-32.064189
13.347465,-31.606197
16.510719,-28.433429
14.612395,-28.387334
15.355941,-29.019346
15.199753,-28.75937
13.990026,-28.691927
11.835218,-30.553132
16.542347,-28.714049
15.60484,-32.949856
15.464325,-31.195381
12.853918,-30.042592
12.705917,-31.049918
14.548237,-32.685914
17.589081,-31.87597
15.833779,-30.827381
14.245467,-30.637966
15.417326,-32.080931
13.165805,-29.593205
13.739053,-27.995497
18.019164,-26.430165
16.369184,-30.435671
14.455108,-29.925758
13.512419,-29.452939
13.637672,-30.594524
15.751072,-32.762006
17.684853,-29.569418
12.549582,-28.999415
14.870206,-27.827723
15.419445,-30.504787
15.961086,-30.013783
13.561094,-30.656966
14.265143,-29.691863
15.835222,-30.848666
13.876319,-29.048432
18.374019,-29.365852
16.397872,-30.7197
14.995201,-29.988013
14.876674,-29.859888
17.665963,-27.941328
14.573455,-29.68844
15.093598,-33.344936
16.087371,-30.258092
15.019199,-30.1349
14.728544,-29.92458
14.262846,-30.331635
13.625721,-29.686591
14.627442,-30.912399
16.341488,-29.294368
15.817084,-30.084695
16.55299,-30.948526
15.290845,-30.343481
16.935497,-30.963681
13.611619,-31.621165
16.680409,-32.043526
15.695102,-28.039009
16.751227,-31.776241
13.761187,-31.118132
14.204592,-29.291065
16.352017,-31.132365
14.387484,-28.696121
14.80655,-27.656905
15.032504,-27.941853
15.088313,-30.782116
16.520186,-29.353328
16.462375,-29.321349
16.919289,-31.091471
14.485583,-31.537559
15.312218,-29.816469
13.406351,-31.029605
15.710379,-29.093732
14.198442,-28.866673
14.885715,-28.953613
14.164412,-28.787048
16.067983,-29.445836
15.610142,-30.439539
15.173697,-30.52742
14.190168,-30.372144
17.894913,-31.831013
15.473548,-31.588011
14.057738,-30.509836
15.8902,-31.638028
14.976275,-31.548768
15.303975,-28.758298
13.614483,-29.497767
12.772284,-27.365925
17.53386,-28.416625
13.397069,-30.128379
17.495089,-29.629524
14.28553,-29.178221
17.351923,-29.559496
14.18314,-31.155441
15.266599,-29.339067
16.421269,-30.248683
18.497746,-28.344265
15.1178,-34.280092
15.740486,-31.163758
15.331343,-29.165667
13.420418,-31.001344
13.318419,-31.17871
15.9606,-28.793188
16.446816,-28.0576
15.473913,-27.871974
12.456847,-29.418914
16.332515,-30.069481
16.159803,-29.744743
16.118205,-27.22592
15.175222,-33.111813
14.493214,-31.674186
14.610979,-31.875628
12.718965,-30.397323
13.769824,-30.154137
14.42525,-28.855266
14.299021,-30.735669
14.656675,-27.543901
14.789702,-29.762398
16.841387,-31.40019
16.80838,-29.082653
15.074181,-31.805721
15.341514,-30.580595
16.196185,-30.968771
16.04894,-25.368372
16.758636,-30.899383
14.732518,-28.932734
2.947791,-2.575071
3.508539,-3.288649
4.15543,-3.085493
3.514412,-2.577678
2.391003,-0.540834
0.598481,-2.531898
2.822462,-2.233793
5.874292,-2.169687
2.186744,-2.236996
2.956225,0.57821
1.635476,-3.152354
1.784879,-2.112469
2.264648,-3.079421
1.081371,-1.903296
1.312604,-3.091452
3.010229,-2.189817
3.349228,-1.483329
5.713821,-2.633634
2.438509,-4.573832
2.196843,-3.460924
-0.248563,-2.246393
2.018252,-1.0464
2.885731,-1.322082
1.965282,-2.821922
4.008493,-2.432019
2.208834,-2.457447
2.421975,-3.374285
3.560551,-2.188468
3.014022,-3.901171
4.302724,-1.059875
3.150537,-3.197621
4.343953,-1.845373
4.81913,-0.547554
3.575344,-2.853178
2.723292,-0.027746
0.814915,-4.033202
4.025542,-2.089203
2.134985,-2.21483
4.384251,0.154735
2.118423,-2.697626
1.410223,-2.697979
4.711845,-2.461028
2.495915,-1.352134
4.653056,-1.799118
1.496411,-1.831806
2.823022,-2.340776
1.388082,-2.736857
3.704897,-0.749031
3.979402,-1.26772
5.571281,-2.236027
1.781174,-3.463308
2.578591,-4.15476
2.013438,-2.445114
2.387705,-4.033663
2.875181,-2.951131
1.123783,0.43607
5.805744,-1.634308
1.85495,-3.201697
3.320155,-2.952436
0.660265,-4.103208
4.165048,-2.786936
0.176908,-4.852525
2.67939,-2.255208
1.479203,-1.866215
1.649106,0.096203
1.285888,-2.244665
2.299134,-5.0684
3.848634,-3.67113
5.88885,0.168229
3.207363,-2.572591
4.491342,0.392978
3.449156,-2.943116
4.138112,-1.395514
3.381432,1.394288
4.43199,-3.957308
3.737264,1.032325
2.882923,-1.013594
0.907041,-3.136111
5.398794,-0.791046
1.447043,-2.149399
3.486052,-3.022773
5.219184,-4.131876
3.08714,-1.34984
2.493235,-2.397369
2.831591,0.305174
4.357646,-4.042873
3.171763,-0.100202
4.380418,-0.288918
1.843748,-1.036821
2.948216,-1.824222
2.020541,-1.759313
6.006859,-2.317264
3.408156,-2.329769
1.989304,-3.350874
3.33229,-2.155416
0.759415,-1.922522
2.443203,-0.897231
3.572631,-0.062876
-0.593657,-6.425634
3.743018,0.06627
3.509278,-0.685345
2.964281,-2.829443
3.54901,-1.736518
2.037389,-3.35438
2.424306,-3.634188
4.492324,-3.224748
2.958801,-2.160229
4.728213,2.927335
4.406922,-2.001178
2.057366,-1.116655
3.652949,-0.078406
2.229547,-3.918355
1.857508,-1.69617
2.207897,-2.440576
4.750719,0.560336
1.6664,-1.841355
-0.704772,-3.558433
0.753538,-4.155173
4.583302,-3.650982
2.898913,-2.271237
3.121534,-2.720448
4.771879,-1.810952
1.96208,-1.742152
3.926505,1.865973
2.859432,-2.234531
3.263846,-3.969766
0.207718,-1.980078
2.867672,-3.358718
1.278098,-2.411735
2.541264,-2.102014
3.997756,-1.573199
2.21331,-2.183667
0.182393,-3.646677
5.175706,-3.872098
2.830914,0.084512
3.508275,-1.72021
5.732099,-2.908803
4.309803,-1.362404
2.43432,-0.591768
3.403191,-1.871691
2.667591,-4.324005
1.779543,-2.26715
4.31632,-5.160172
0.369945,-2.516996
3.320058,-1.652558
3.991,-0.971442
3.43153,-4.46111
7.077462,-2.128493
0.278803,-0.857595
1.273466,-3.292067
7.095193,1.42073
3.911863,-1.2162
4.355111,-2.298854
2.421183,-1.737519
6.44558,-1.032521
5.224855,-2.312258
4.010354,-0.877857
1.754868,0.675934
3.791277,1.211958
4.216195,-2.514038
6.583117,-1.852302
3.51413,-0.580113
1.982142,0.795536
2.544565,-1.821323
4.571485,-3.354546
0.384183,-1.698158
3.814701,-2.008173
2.317972,-0.961097
1.871255,-4.946044
4.121294,-1.150848
3.255931,-0.566328
3.278088,-2.409599
3.295401,-1.016241
4.373035,-0.638909
4.057264,-1.614451
2.340187,-1.809191
1.525586,-1.571802
1.440405,-1.88242
5.538977,-2.048271
2.291481,-1.811708
5.407091,-0.977404
1.236538,-3.747533
3.76843,-3.945602
3.498134,-3.551106
2.139116,0.527724
0.831276,-3.530392
3.822101,-3.887289
3.290536,-1.977504
3.377629,-5.041006
3.034853,0.297004
2.45793,-2.41504
2.062942,-2.851739
2.137467,-0.848693
2.202012,-1.867926
3.371756,-1.515476
3.463752,-2.165166
2.975003,-2.970401
1.522398,-1.052182
1.997432,-0.723124
3.958415,0.844781
