x,y
-1.730742,5.507807
-2.364241,3.009683
-2.204182,4.86315
-1.255233,3.486223
-3.681911,4.777047
-2.610475,4.726667
-2.458573,5.204153
-6.371283,-0.892228
-4.210971,4.203223
-1.629077,5.155104
-0.045948,5.387625
-0.505295,4.883677
-2.469807,2.542092
-2.690271,4.245886
-0.654644,4.644626
-3.013317,1.340468
-2.108242,7.668585
1.257163,5.715502
-1.614375,6.627744
8.635837,20.299476
11.587102,20.594584
11.162745,18.05775
11.190883,18.998051
8.454675,20.469505
12.444742,22.604376
10.921256,20.338242
10.837567,18.646454
12.483989,18.169516
7.669289,19.069694
10.949424,18.48734
10.330839,20.408938
10.313221,19.77653
11.256935,22.003671
10.71079,20.937771
11.008931,20.551607
10.742721,20.277966
13.752242,19.873017
10.860422,18.65229
10.08047,19.843195
11.181693,19.562862
6.559703,20.816523
9.62397,18.493343
11.861282,17.714301
11.66193,20.853773
9.130463,20.964157
11.119257,23.335485
13.381041,20.565104
12.129492,21.965675
9.371388,18.971593
9.50881,22.012865
10.966702,17.825473
11.057204,20.279085
13.404204,20.252238
12.420678,21.859394
11.512996,19.84204
9.362443,20.113869
11.021808,18.189794
9.978635,19.167687
10.054635,20.229748
8.31548,20.296201
9.492371,21.240662
10.696009,18.424399
13.227923,22.342998
9.703297,18.643412
9.337613,21.882787
11.442972,21.745208
9.478207,19.749365
10.881252,20.75168
10.694895,18.955934
11.979239,20.568598
12.80213,19.608637
12.429717,19.467868
10.875319,18.980773
11.525182,17.247955
10.728373,15.839823
10.03355,22.017147
10.60446,20.828537
9.506967,21.238942
11.834678,21.799704
8.710507,25.17333
9.252834,19.198731
10.760606,22.163588
12.3703,19.745297
9.650904,21.423514
9.438788,19.066767
11.096282,19.60049
11.349614,19.922125
13.831381,19.780496
9.176653,19.776799
12.54478,17.778571
10.987726,17.694862
10.131446,19.603619
9.694607,19.935696
8.471487,21.2628
11.313514,18.44322
11.529167,19.72265
10.588016,18.383633
10.348627,21.11438
10.312043,20.797005
10.628279,17.652684
12.119824,19.506343
10.968813,19.33774
13.045775,20.069433
8.536856,20.303676
12.100674,19.235883
11.671087,19.470337
10.917203,22.736534
11.75392,21.572939
13.056424,21.706109
11.021568,18.652189
10.941715,20.284606
10.218839,19.643193
10.812076,17.417544
11.76563,16.211988
11.215174,22.000736
10.770319,19.156286
11.399807,21.958491
11.350133,19.208698
10.810461,21.190394
11.372626,18.900417
10.505267,18.542008
11.49418,19.576335
9.464386,21.066708
11.749744,20.436101
10.941652,20.170782
11.628691,21.234641
11.799983,18.965494
10.318503,18.476887
11.212158,20.534292
12.708576,19.466448
9.757901,22.196169
9.362427,19.707901
10.89981,21.264443
11.293202,19.186673
13.368935,18.371969
9.723358,20.361971
11.276102,19.650776
11.3704,18.639894
10.851114,20.038404
14.274267,20.245755
10.59003,22.527352
10.790072,19.809567
12.046783,19.315344
7.968838,20.171052
10.594836,20.97324
10.836759,23.573929
15.186294,21.256715
11.847884,21.11289
12.465612,18.289172
12.179167,21.152625
10.660413,18.938071
10.466047,18.264347
9.300855,20.683322
10.190048,18.523983
12.306146,21.503199
11.9177,21.733456
9.390963,19.51343
10.490856,20.645818
11.006704,21.922229
9.627432,17.905221
11.752854,21.802374
9.448601,19.036048
10.730111,19.686715
10.494636,22.987496
9.260136,23.188445
9.598039,15.997111
9.782801,19.416223
10.738177,18.267717
13.447114,21.932912
13.208655,18.520604
9.591863,20.055927
11.519381,19.255925
8.877455,21.3213
11.4336,19.499495
11.595652,20.526254
9.770254,19.976642
10.474397,21.341283
10.827445,18.074238
11.217532,19.797938
9.034264,18.842833
8.981756,20.237909
11.616056,22.231737
11.47547,19.66684
11.713363,19.490107
10.724324,17.557863
10.550675,20.896146
10.730642,21.812807
12.500302,22.366664
9.428525,20.393876
11.205484,17.99871
12.117307,21.180414
10.561054,19.737572
11.447081,18.150888
8.001275,19.716407
9.779706,21.087198
13.164376,20.142231
10.05471,21.241238
12.384523,18.506815
11.525821,20.79237
10.992486,20.195785
8.886375,19.086739
12.329098,19.916583
9.874776,21.302862
10.891308,22.323192
11.04504,17.804366
11.142914,19.96452
13.441152,21.254908
9.81153,21.048361
11.102863,21.162953
9.024978,18.803772
9.772403,19.847557
10.41516,18.537642
10.912429,20.051905
10.881537,21.621056
11.47266,19.771028
10.196449,21.034942
11.253561,21.353692
9.456782,17.978152
11.444369,21.7053
12.958035,-35.864925
14.152563,-34.139186
14.736529,-31.6657
14.429294,-33.471398
13.836579,-34.226162
14.018042,-34.045241
16.473186,-33.536622
15.979923,-33.375256
13.40151,-34.600961
15.301237,-33.054345
10.548315,-35.970465
16.218985,-31.290046
12.858591,-37.567031
14.353929,-34.714564
13.792928,-35.570641
14.679913,-35.069854
15.913256,-35.14482
15.649495,-34.675236
16.556358,-32.443863
13.304782,-33.561107
15.792775,-33.833764
14.518394,-36.301754
14.275918,-34.628868
13.960102,-33.135075
13.648813,-36.179188
15.185245,-33.76844
14.069753,-33.092279
13.144864,-34.020132
14.599516,-34.384693
13.531711,-34.012241
15.642068,-34.846396
13.891149,-33.737941
14.471029,-35.745043
16.131336,-36.089374
15.195081,-34.93909
14.462288,-34.802461
13.983108,-34.631381
15.044974,-33.183267
15.174148,-33.982217
13.342237,-36.173869
16.743609,-35.06917
13.202275,-35.805821
13.439441,-36.392181
12.349474,-36.233039
14.760379,-35.031387
15.21599,-34.484248
13.648027,-34.000468
15.874248,-33.316635
15.506071,-34.563518
15.13678,-36.056421
14.347154,-33.699245
15.231474,-32.985881
14.758547,-36.616914
13.909282,-32.960344
16.889612,-35.279152
14.922324,-36.418746
15.368856,-33.41533
15.873707,-32.582753
15.280881,-33.762219
13.468978,-33.45524
13.187157,-35.569394
16.449606,-31.854153
13.821277,-34.254541
12.581279,-35.598459
16.374263,-35.307745
15.494256,-35.782136
14.123475,-36.835855
14.195059,-33.854659
15.277717,-33.590515
14.333,-34.272588
15.265709,-35.389395
13.089751,-32.00732
14.305363,-32.658714
13.281966,-33.445516
13.67368,-33.638598
15.284485,-34.605089
12.969561,-36.697506
14.806057,-33.746865
17.397731,-36.432466
18.330006,-34.562387
16.627161,-35.918147
16.005767,-33.407831
14.888913,-31.371622
16.098353,-33.349309
17.370717,-34.239372
14.955568,-33.975526
13.631159,-33.407916
15.408646,-31.873461
15.018442,-33.731679
14.052153,-34.486723
14.852867,-32.734647
12.924543,-35.249923
16.9084,-32.50825
14.119665,-33.584277
14.759708,-33.796642
15.975363,-34.1246
15.104663,-33.904613
14.903993,-34.384918
13.306817,-33.363377
14.920587,-34.768502
18.84165,-34.318675
14.450676,-31.357653
18.727399,-35.614661
16.848379,-35.216571
15.630241,-35.413483
15.129406,-32.634274
13.992288,-32.161702
14.490551,-36.704244
15.355441,-32.247912
15.383096,-33.503064
16.645991,-34.073037
16.420911,-32.895716
16.310909,-30.84209
14.352378,-34.123123
13.427196,-34.304915
13.598807,-32.60218
13.423193,-33.732566
15.452321,-34.125107
16.830053,-34.460434
13.410427,-35.808831
15.42786,-33.863886
13.484614,-36.429692
14.515287,-33.001676
13.754296,-33.531937
15.088655,-32.804221
14.982068,-32.439884
12.938375,-33.450973
15.881955,-35.198554
13.262235,-34.872656
16.593915,-35.041755
15.47836,-34.554746
14.521002,-32.552081
15.628247,-32.189658
16.102921,-33.922532
14.292376,-33.768462
15.480696,-32.687703
14.368511,-33.493261
14.720366,-34.237376
14.970756,-33.511713
15.777527,-31.953302
12.963392,-34.175303
16.069964,-33.958116
13.952364,-35.898326
15.107355,-33.674117
13.379536,-35.723411
14.13831,-35.40789
13.220169,-35.00932
14.443498,-32.784123
14.594281,-32.272053
13.75475,-34.255956
13.634168,-35.106066
14.855157,-34.349407
15.831787,-33.977484
12.946864,-34.577159
14.369847,-33.665058
13.860923,-33.280499
15.106033,-34.959932
12.352226,-34.007355
12.021463,-34.011746
14.07739,-35.613231
13.693905,-30.894642
14.533432,-32.31532
15.607263,-34.987818
15.527259,-32.923233
16.837176,-33.274567
15.350833,-37.139128
12.755395,-35.021889
12.750598,-32.877731
12.708869,-33.670569
16.52106,-34.143825
15.243037,-35.800604
16.338119,-35.454315
16.339962,-36.726503
13.099246,-32.663388
15.270655,-33.524392
16.017308,-33.491169
15.489808,-31.442943
16.304804,-37.345175
13.889604,-34.727286
12.405559,-36.016106
14.132292,-34.200934
13.349308,-34.530211
14.411538,-33.094112
14.580324,-35.670339
15.089416,-34.082849
15.09564,-34.135639
14.861489,-32.98126
15.680456,-32.027916
14.978304,-32.209062
16.044138,-33.252705
15.289512,-33.666823
15.321105,-33.08264
14.324985,-32.341502
16.674659,-31.926852
14.693571,-33.946805
12.355344,-33.787251
15.393698,-33.91014
14.394467,-33.398784
16.308431,-35.672487
16.359814,-33.811318
